Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,5.263350903987885e-07
Sum of contribution of events ≤ t,-1,1,0.09078078738041222
Sum of contribution of events > t,-2,0,1.3218782842159271e-06
Sum of contribution of events ≤ t,-2,0,0.09078158292360604
Sum of contribution of events > t,-3,0,2.201788127422333e-06
Sum of contribution of events ≤ t,-3,0,0.09078246283344925
Sum of contribution of events > t,-4,0,3.055291250348091e-06
Sum of contribution of events ≤ t,-4,0,0.09078331633657218
Sum of contribution of events > t,-5,0,3.82339209318161e-06
Sum of contribution of events ≤ t,-5,0,0.09078408443741501
Sum of contribution of events > t,-6,0,4.479415714740753e-06
Sum of contribution of events ≤ t,-6,0,0.09078474046103656
Sum of contribution of events > t,-7,0,5.015680566430092e-06
Sum of contribution of events ≤ t,-7,0,0.09078527672588825
Sum of contribution of events > t,-8,0,5.434812977910042e-06
Sum of contribution of events ≤ t,-8,0,0.09078569585829974
Sum of contribution of events > t,-9,0,5.744630470871925e-06
Sum of contribution of events ≤ t,-9,0,0.09078600567579269
Sum of contribution of events > t,-10,0,5.954919382929802e-06
Sum of contribution of events ≤ t,-10,0,0.09078621596470475
Sum of contribution of events > t,-11,0,6.075764074921608e-06
Sum of contribution of events ≤ t,-11,0,0.09078633680939674
Sum of contribution of events > t,-12,0,6.116662174463272e-06
Sum of contribution of events ≤ t,-12,0,0.09078637770749629
Sum of contribution of events > t,-13,0,6.153011694550514e-06
Sum of contribution of events ≤ t,-13,0,0.09078634697571397
Sum of contribution of events > t,-14,0,6.253780797123909e-06
Sum of contribution of events ≤ t,-14,0,0.09078625197708606
Sum of contribution of events > t,-15,0,6.4128469675779344e-06
Sum of contribution of events ≤ t,-15,0,0.09078609871864318
Sum of contribution of events > t,-16,0,6.625207141041755e-06
Sum of contribution of events ≤ t,-16,0,0.09078589223697782
Sum of contribution of events > t,-17,0,6.886783987283706e-06
Sum of contribution of events ≤ t,-17,0,0.09078563659079372
Sum of contribution of events > t,-18,0,7.194297388195992e-06
Sum of contribution of events ≤ t,-18,0,0.09078533509746194
Sum of contribution of events > t,-19,0,7.545145228505134e-06
Sum of contribution of events ≤ t,-19,0,0.09078499027714133
Sum of contribution of events > t,-20,0,7.937323302030564e-06
Sum of contribution of events ≤ t,-20,0,0.09078460430167615
Sum of contribution of events > t,-21,0,8.369170129299163e-06
Sum of contribution of events ≤ t,-21,0,0.09078417857177555
Sum of contribution of events > t,-22,0,8.83956253528595e-06
Sum of contribution of events ≤ t,-22,0,0.09078371440432965
Sum of contribution of events > t,-23,0,9.34748910367489e-06
Sum of contribution of events ≤ t,-23,0,0.09078321271389724
Sum of contribution of events > t,-24,0,9.892364963889122e-06
Sum of contribution of events ≤ t,-24,0,0.09078267417103052
Sum of contribution of events > t,-25,0,1.0473692789673805e-05
Sum of contribution of events ≤ t,-25,0,0.09078209918364882
Sum of contribution of events > t,-26,0,1.1091139167547226e-05
Sum of contribution of events ≤ t,-26,0,0.09078148820064962
Sum of contribution of events > t,-27,0,1.1744465678930282e-05
Sum of contribution of events ≤ t,-27,0,0.09078084143437445
Sum of contribution of events > t,-28,0,1.2433599680662156e-05
Sum of contribution of events ≤ t,-28,0,0.090780158797279
Sum of contribution of events > t,-29,0,1.3158578425645828e-05
Sum of contribution of events ≤ t,-29,0,0.09077944044210016
Sum of contribution of events > t,-30,0,1.3919396325945854e-05
Sum of contribution of events ≤ t,-30,0,0.09077868631109595
Sum of contribution of events > t,-31,0,1.4716068282723427e-05
Sum of contribution of events ≤ t,-31,0,0.09077789637818932
Sum of contribution of events > t,-32,0,1.55488308519125e-05
Sum of contribution of events ≤ t,-32,0,0.09077707039937377
Sum of contribution of events > t,-33,0,1.6417711973190306e-05
Sum of contribution of events ≤ t,-33,0,0.0907762083504349
Sum of contribution of events > t,-34,0,1.7322845757007598e-05
Sum of contribution of events ≤ t,-34,0,0.0907753101978451
Sum of contribution of events > t,-35,0,1.8264487385749818e-05
Sum of contribution of events ≤ t,-35,0,0.09077437558956444
Sum of contribution of events > t,-36,0,1.9242845475673677e-05
Sum of contribution of events ≤ t,-36,0,0.09077340429089964
Sum of contribution of events > t,-37,0,2.0258009433746337e-05
Sum of contribution of events ≤ t,-37,0,0.09077239626459778
Sum of contribution of events > t,-38,0,2.131006121635437e-05
Sum of contribution of events ≤ t,-38,0,0.09077135143987834
Sum of contribution of events > t,-39,0,2.239927463233471e-05
Sum of contribution of events ≤ t,-39,0,0.09077026963606477
Sum of contribution of events > t,-40,0,2.3525821045041084e-05
Sum of contribution of events ≤ t,-40,0,0.0907691504471004
Sum of contribution of events > t,-41,0,2.4689838290214537e-05
Sum of contribution of events ≤ t,-41,0,0.09076799394376577
Sum of contribution of events > t,-42,0,2.5891462340950965e-05
Sum of contribution of events ≤ t,-42,0,0.09076679990068078
Sum of contribution of events > t,-43,0,2.7130737900733947e-05
Sum of contribution of events ≤ t,-43,0,0.09076556827686727
Sum of contribution of events > t,-44,0,2.8408048674464226e-05
Sum of contribution of events ≤ t,-44,0,0.09076429867744445
Sum of contribution of events > t,-45,0,2.972317673265934e-05
Sum of contribution of events ≤ t,-45,0,0.09076299135759473
Sum of contribution of events > t,-46,0,3.1076377257704736e-05
Sum of contribution of events ≤ t,-46,0,0.0907616460584104
Sum of contribution of events > t,-47,0,3.2467758283019064e-05
Sum of contribution of events ≤ t,-47,0,0.09076026269420981
Sum of contribution of events > t,-48,0,3.3897412940859794e-05
Sum of contribution of events ≤ t,-48,0,0.09075884110108018
Sum of contribution of events > t,-49,0,3.536541946232319e-05
Sum of contribution of events ≤ t,-49,0,0.0907573812380433
Sum of contribution of events > t,-50,0,3.6871936172246935e-05
Sum of contribution of events ≤ t,-50,0,0.090755883006379
Sum of contribution of events > t,-51,0,3.841658495366573e-05
Sum of contribution of events ≤ t,-51,0,0.09075434674322605
Sum of contribution of events > t,-52,0,3.999986872076988e-05
Sum of contribution of events ≤ t,-52,0,0.09075277187861502
Sum of contribution of events > t,-53,0,4.162147268652916e-05
Sum of contribution of events ≤ t,-53,0,0.09075115883909166
Sum of contribution of events > t,-54,0,4.3281693011522294e-05
Sum of contribution of events ≤ t,-54,0,0.09074950727634132
Sum of contribution of events > t,-55,0,4.498042538762093e-05
Sum of contribution of events ≤ t,-55,0,0.09074781729839743
Sum of contribution of events > t,-56,0,4.671771638095379e-05
Sum of contribution of events ≤ t,-56,0,0.09074608885869384
Sum of contribution of events > t,-57,0,4.8493348062038424e-05
Sum of contribution of events ≤ t,-57,0,0.09074432217888534
Sum of contribution of events > t,-58,0,5.030757933855057e-05
Sum of contribution of events ≤ t,-58,0,0.09074251701496541
Sum of contribution of events > t,-59,0,5.216018483042717e-05
Sum of contribution of events ≤ t,-59,0,0.09074067355133593
Sum of contribution of events > t,-60,0,5.405122227966785e-05
Sum of contribution of events ≤ t,-60,0,0.09073879177868366
Sum of contribution of events > t,-61,0,5.598052218556404e-05
Sum of contribution of events ≤ t,-61,0,0.09073687181808054
Sum of contribution of events > t,-62,0,5.794779025018215e-05
Sum of contribution of events ≤ t,-62,0,0.09073491409048438
Sum of contribution of events > t,-63,0,5.9953732416033746e-05
Sum of contribution of events ≤ t,-63,0,0.09073285631835461
Sum of contribution of events > t,-64,0,6.199772469699383e-05
Sum of contribution of events ≤ t,-64,0,0.09073062937706709
Sum of contribution of events > t,-65,0,6.407950632274151e-05
Sum of contribution of events ≤ t,-65,0,0.09072823254019022
Sum of contribution of events > t,-66,0,6.619931384921073e-05
Sum of contribution of events ≤ t,-66,0,0.09072566433809698
Sum of contribution of events > t,-67,0,6.835699640214444e-05
Sum of contribution of events ≤ t,-67,0,0.09072292368113995
Sum of contribution of events > t,-68,0,7.055277191102505e-05
Sum of contribution of events ≤ t,-68,0,0.09072000949829817
Sum of contribution of events > t,-69,0,7.27857854217291e-05
Sum of contribution of events ≤ t,-69,0,0.09071692134067416
Sum of contribution of events > t,-70,0,7.505634427070618e-05
Sum of contribution of events ≤ t,-70,0,0.09071365780197084
Sum of contribution of events > t,-71,0,7.736447639763355e-05
Sum of contribution of events ≤ t,-71,0,0.09071029626205564
Sum of contribution of events > t,-72,0,7.970993965864181e-05
Sum of contribution of events ≤ t,-72,0,0.0907068186160177
Sum of contribution of events > t,-73,0,8.209244906902314e-05
Sum of contribution of events ≤ t,-73,0,0.09070316383428871
Sum of contribution of events > t,-74,0,8.451218903064728e-05
Sum of contribution of events ≤ t,-74,0,0.0906993306633085
Sum of contribution of events > t,-75,0,8.696880005300045e-05
Sum of contribution of events ≤ t,-75,0,0.0906957966722548
Sum of contribution of events > t,-76,0,8.946171961724758e-05
Sum of contribution of events ≤ t,-76,0,0.09069306468591094
Sum of contribution of events > t,-77,0,9.19914860278368e-05
Sum of contribution of events ≤ t,-77,0,0.09069076908752322
Sum of contribution of events > t,-78,0,9.455777145922185e-05
Sum of contribution of events ≤ t,-78,0,0.09068888561427593
Sum of contribution of events > t,-79,0,9.716012701392174e-05
Sum of contribution of events ≤ t,-79,0,0.09068753091804684
Sum of contribution of events > t,-80,0,9.97989010065794e-05
Sum of contribution of events ≤ t,-80,0,0.09068641230463982
Sum of contribution of events > t,-81,0,0.00010247349739074707
Sum of contribution of events ≤ t,-81,0,0.09068545209802688
Sum of contribution of events > t,-82,0,0.00010518410615622997
Sum of contribution of events ≤ t,-82,0,0.09068466824293137
Sum of contribution of events > t,-83,0,0.0001079305037856102
Sum of contribution of events ≤ t,-83,0,0.0906840792838484
Sum of contribution of events > t,-84,0,0.00011071187257766723
Sum of contribution of events ≤ t,-84,0,0.09068370553292335
Sum of contribution of events > t,-85,0,0.00011352837830781937
Sum of contribution of events ≤ t,-85,0,0.09068357847444714
Sum of contribution of events > t,-86,0,0.00011638059280812741
Sum of contribution of events ≤ t,-86,0,0.09068372598290443
Sum of contribution of events > t,-87,0,0.00011926771700382233
Sum of contribution of events ≤ t,-87,0,0.09068418748490513
Sum of contribution of events > t,-88,0,0.00012218964099884033
Sum of contribution of events ≤ t,-88,0,0.09068500591255725
Sum of contribution of events > t,-89,0,0.00012514559738337994
Sum of contribution of events ≤ t,-89,0,0.09068623634800314
Sum of contribution of events > t,-90,0,0.00012813627533614635
Sum of contribution of events ≤ t,-90,0,0.09068794394657016
Sum of contribution of events > t,-91,0,0.00013116186484694482
Sum of contribution of events ≤ t,-91,0,0.09069021441228688
Sum of contribution of events > t,-92,0,0.00013422104716300965
Sum of contribution of events ≤ t,-92,0,0.0906931127589196
Sum of contribution of events > t,-93,0,0.0001373140122741461
Sum of contribution of events ≤ t,-93,0,0.09069619153439999
Sum of contribution of events > t,-94,0,0.00014044101908802987
Sum of contribution of events ≤ t,-94,0,0.0906993041280657
Sum of contribution of events > t,-95,0,0.00014360142685472966
Sum of contribution of events ≤ t,-95,0,0.09070244997367263
Sum of contribution of events > t,-96,0,0.000146794892847538
Sum of contribution of events ≤ t,-96,0,0.09070562865026295
Sum of contribution of events > t,-97,0,0.0001500217206776142
Sum of contribution of events ≤ t,-97,0,0.090708840476349
Sum of contribution of events > t,-98,0,0.00015328191593289375
Sum of contribution of events ≤ t,-98,0,0.09071208541654051
Sum of contribution of events > t,-99,0,0.00015657493099570274
Sum of contribution of events ≤ t,-99,0,0.09071536303497851
Sum of contribution of events > t,-100,0,0.00015989990718662738
Sum of contribution of events ≤ t,-100,0,0.09071867236122488
Sum of contribution of events > t,-101,0,0.00016325787641108036
Sum of contribution of events ≤ t,-101,0,0.09072201449424028
Sum of contribution of events > t,-102,0,0.0001666483487933874
Sum of contribution of events ≤ t,-102,0,0.09072538885474205
Sum of contribution of events > t,-103,0,0.00017006990127265453
Sum of contribution of events ≤ t,-103,0,0.09072879401221871
Sum of contribution of events > t,-104,0,0.00017352414689958095
Sum of contribution of events ≤ t,-104,0,0.0907322315722704
Sum of contribution of events > t,-105,0,0.00017701039649546145
Sum of contribution of events ≤ t,-105,0,0.09073570102453232
Sum of contribution of events > t,-106,0,0.00018052832409739495
Sum of contribution of events ≤ t,-106,0,0.09073920191638171
Sum of contribution of events > t,-107,0,0.00018407685123383998
Sum of contribution of events ≤ t,-107,0,0.09074273304641246
Sum of contribution of events > t,-108,0,0.0001876567918807268
Sum of contribution of events ≤ t,-108,0,0.09074629534780979
Sum of contribution of events > t,-109,0,0.0001912684924900532
Sum of contribution of events ≤ t,-109,0,0.09074988918937743
Sum of contribution of events > t,-110,0,0.00019490979053080081
Sum of contribution of events ≤ t,-110,0,0.09075351225584745
Sum of contribution of events > t,-111,0,0.00019858292303979398
Sum of contribution of events ≤ t,-111,0,0.09075716701894998
Sum of contribution of events > t,-112,0,0.00020228656753897668
Sum of contribution of events ≤ t,-112,0,0.09076085194014012
Sum of contribution of events > t,-113,0,0.0002060203105211258
Sum of contribution of events ≤ t,-113,0,0.09076456671021879
