Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,3.204159438610077e-07
Sum of contribution of events ≤ t,-1,1,0.125839541900903
Sum of contribution of events > t,-2,0,8.850768208503724e-07
Sum of contribution of events ≤ t,-2,0,0.12583897728472948
Sum of contribution of events > t,-3,0,2.3131296038627626e-06
Sum of contribution of events ≤ t,-3,0,0.12583754927292465
Sum of contribution of events > t,-4,0,4.4987965375185015e-06
Sum of contribution of events ≤ t,-4,0,0.12583536363579334
Sum of contribution of events > t,-5,0,7.35749863088131e-06
Sum of contribution of events ≤ t,-5,0,0.12583250497095286
Sum of contribution of events > t,-6,0,1.0827559977769852e-05
Sum of contribution of events ≤ t,-6,0,0.12582903496176004
Sum of contribution of events > t,-7,0,1.4863796532154083e-05
Sum of contribution of events ≤ t,-7,0,0.12582499876618386
Sum of contribution of events > t,-8,0,1.9432393833994865e-05
Sum of contribution of events ≤ t,-8,0,0.12582043019868433
Sum of contribution of events > t,-9,0,2.450721338391304e-05
Sum of contribution of events ≤ t,-9,0,0.12581535541638733
Sum of contribution of events > t,-10,0,3.0067430809140205e-05
Sum of contribution of events ≤ t,-10,0,0.12580979525484146
Sum of contribution of events > t,-11,0,3.609568439424038e-05
Sum of contribution of events ≤ t,-11,0,0.12580376703850926
Sum of contribution of events > t,-12,0,4.257721267640591e-05
Sum of contribution of events ≤ t,-12,0,0.12579728554748
Sum of contribution of events > t,-13,0,4.949896037578583e-05
Sum of contribution of events ≤ t,-13,0,0.12579036384448408
Sum of contribution of events > t,-14,0,5.684907920658588e-05
Sum of contribution of events ≤ t,-14,0,0.12578301377035678
Sum of contribution of events > t,-15,0,6.461669504642487e-05
Sum of contribution of events ≤ t,-15,0,0.12577524618804456
Sum of contribution of events > t,-16,0,7.279148697853088e-05
Sum of contribution of events ≤ t,-16,0,0.12576707142964005
Sum of contribution of events > t,-17,0,8.136383816599845e-05
Sum of contribution of events ≤ t,-17,0,0.1257584991157055
Sum of contribution of events > t,-18,0,9.032439813017845e-05
Sum of contribution of events ≤ t,-18,0,0.1257495386004448
