Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,1.4517512172460556e-06
Sum of contribution of events ≤ t,-1,1,0.0757129967790097
Sum of contribution of events > t,-2,0,4.360657185316086e-06
Sum of contribution of events ≤ t,-2,0,0.07571008787304163
Sum of contribution of events > t,-3,0,8.502770215272904e-06
Sum of contribution of events ≤ t,-3,0,0.07570594576001168
Sum of contribution of events > t,-4,0,1.361982710659504e-05
Sum of contribution of events ≤ t,-4,0,0.07570082870312035
Sum of contribution of events > t,-5,0,1.949833519756794e-05
Sum of contribution of events ≤ t,-5,0,0.07569495019502938
Sum of contribution of events > t,-6,0,2.5983307510614396e-05
Sum of contribution of events ≤ t,-6,0,0.07568846522271633
Sum of contribution of events > t,-7,0,3.296810016036034e-05
Sum of contribution of events ≤ t,-7,0,0.07568148043006659
Sum of contribution of events > t,-8,0,4.0380484424531457e-05
Sum of contribution of events ≤ t,-8,0,0.07567406804580241
Sum of contribution of events > t,-9,0,4.8171530477702615e-05
Sum of contribution of events ≤ t,-9,0,0.07566627699974925
Sum of contribution of events > t,-10,0,5.630761850625277e-05
Sum of contribution of events ≤ t,-10,0,0.0756581409117207
Sum of contribution of events > t,-11,0,6.476497463881969e-05
Sum of contribution of events ≤ t,-11,0,0.07564968355558813
Sum of contribution of events > t,-12,0,7.352655567228794e-05
Sum of contribution of events ≤ t,-12,0,0.07564092197455466
Sum of contribution of events > t,-13,0,8.257958851754665e-05
Sum of contribution of events ≤ t,-13,0,0.0756318689417094
Sum of contribution of events > t,-14,0,9.19140987098217e-05
Sum of contribution of events ≤ t,-14,0,0.07562253443151712
Sum of contribution of events > t,-15,0,0.00010152184125036001
Sum of contribution of events ≤ t,-15,0,0.07561292668897658
Sum of contribution of events > t,-16,0,0.00011139600351452827
Sum of contribution of events ≤ t,-16,0,0.07560305252671241
Sum of contribution of events > t,-17,0,0.00012153041642159223
Sum of contribution of events ≤ t,-17,0,0.07559291811380535
Sum of contribution of events > t,-18,0,0.0001319195618852973
Sum of contribution of events ≤ t,-18,0,0.07558252896834165
Sum of contribution of events > t,-19,0,0.00014255819749087095
Sum of contribution of events ≤ t,-19,0,0.07557189033273608
Sum of contribution of events > t,-20,1,0.00015344131272286178
Sum of contribution of events ≤ t,-20,1,0.07556100721750408
Sum of contribution of events > t,-21,1,0.00016456428077071906
Sum of contribution of events ≤ t,-21,1,0.07554988424945623
Sum of contribution of events > t,-22,1,0.00017592245247215034
Sum of contribution of events ≤ t,-22,1,0.0755385260777548
Sum of contribution of events > t,-23,1,0.00018751115910708904
Sum of contribution of events ≤ t,-23,1,0.07552693737111986
Sum of contribution of events > t,-24,1,0.00019932612776756286
Sum of contribution of events ≤ t,-24,1,0.07551512240245939
Sum of contribution of events > t,-25,1,0.00021136303059756756
Sum of contribution of events ≤ t,-25,1,0.07550308549962938
Sum of contribution of events > t,-26,1,0.00022361752297729253
Sum of contribution of events ≤ t,-26,1,0.07549083100724965
Sum of contribution of events > t,-27,1,0.00023608580231666566
Sum of contribution of events ≤ t,-27,1,0.07547836272791028
Sum of contribution of events > t,-28,1,0.0002487633852288127
Sum of contribution of events ≤ t,-28,1,0.07546568514499813
Sum of contribution of events > t,-29,1,0.0002616465073078871
Sum of contribution of events ≤ t,-29,1,0.07545280202291905
Sum of contribution of events > t,-30,1,0.0002747314674779773
Sum of contribution of events ≤ t,-30,1,0.07543971706274896
Sum of contribution of events > t,-31,1,0.0002880143690854311
Sum of contribution of events ≤ t,-31,1,0.07542643416114152
Sum of contribution of events > t,-32,1,0.0003014916107058525
Sum of contribution of events ≤ t,-32,1,0.07541295691952109
Sum of contribution of events > t,-33,1,0.00031515983771532774
Sum of contribution of events ≤ t,-33,1,0.07539928869251161
Sum of contribution of events > t,-34,1,0.00032901553343981505
Sum of contribution of events ≤ t,-34,1,0.07538543299678713
Sum of contribution of events > t,-35,1,0.0003430553749203682
Sum of contribution of events ≤ t,-35,1,0.07537139315530658
Sum of contribution of events > t,-36,1,0.0003572760690003633
Sum of contribution of events ≤ t,-36,1,0.07535717246122658
Sum of contribution of events > t,-37,1,0.00037167489994317294
Sum of contribution of events ≤ t,-37,1,0.07534277363028377
Sum of contribution of events > t,-38,1,0.0003862484619021416
Sum of contribution of events ≤ t,-38,1,0.0753282000683248
Sum of contribution of events > t,-39,1,0.0004009943325072527
Sum of contribution of events ≤ t,-39,1,0.07531345419771969
Sum of contribution of events > t,-40,1,0.00041590943653136493
Sum of contribution of events ≤ t,-40,1,0.07529853909369558
Sum of contribution of events > t,-41,1,0.0004309915630146861
Sum of contribution of events ≤ t,-41,1,0.07528345696721225
Sum of contribution of events > t,-42,1,0.0004462376795709133
Sum of contribution of events ≤ t,-42,1,0.07526821085065603
Sum of contribution of events > t,-43,1,0.00046164585743099453
Sum of contribution of events ≤ t,-43,1,0.07525280267279595
Sum of contribution of events > t,-44,1,0.0004772133994847536
Sum of contribution of events ≤ t,-44,1,0.0752372351307422
Sum of contribution of events > t,-45,1,0.0004929385017603636
Sum of contribution of events ≤ t,-45,1,0.07522151002846658
Sum of contribution of events > t,-46,1,0.0005088186906650662
Sum of contribution of events ≤ t,-46,1,0.07520562983956187
Sum of contribution of events > t,-47,1,0.0005248524500057101
Sum of contribution of events ≤ t,-47,1,0.07518959608022123
Sum of contribution of events > t,-48,1,0.0005410373900085688
Sum of contribution of events ≤ t,-48,1,0.07517341114021837
Sum of contribution of events > t,-49,1,0.000557371930219233
Sum of contribution of events ≤ t,-49,1,0.07515707660000771
Sum of contribution of events > t,-50,1,0.0005738544454798102
Sum of contribution of events ≤ t,-50,1,0.07514059408474713
Sum of contribution of events > t,-51,1,0.0005904832733795047
Sum of contribution of events ≤ t,-51,1,0.07512396525684745
Sum of contribution of events > t,-52,1,0.000607256768271327
Sum of contribution of events ≤ t,-52,1,0.07510719176195561
Sum of contribution of events > t,-53,1,0.0006241733273491263
Sum of contribution of events ≤ t,-53,1,0.07509027520287782
Sum of contribution of events > t,-54,1,0.0006412322809919715
Sum of contribution of events ≤ t,-54,1,0.07507321624923498
Sum of contribution of events > t,-55,1,0.000658431801944971
Sum of contribution of events ≤ t,-55,1,0.07505601672828198
Sum of contribution of events > t,-56,1,0.000675770603120327
Sum of contribution of events ≤ t,-56,1,0.07503867792710663
Sum of contribution of events > t,-57,1,0.0006932484880089759
Sum of contribution of events ≤ t,-57,1,0.07502120004221798
Sum of contribution of events > t,-58,1,0.0007108634589239955
Sum of contribution of events ≤ t,-58,1,0.07500358507130295
Sum of contribution of events > t,-59,1,0.0007286149216815829
Sum of contribution of events ≤ t,-59,1,0.07498583360854537
Sum of contribution of events > t,-60,1,0.0007465016655623913
Sum of contribution of events ≤ t,-60,1,0.07496794686466456
Sum of contribution of events > t,-61,1,0.0007645232398062944
Sum of contribution of events ≤ t,-61,1,0.07494992529042065
Sum of contribution of events > t,-62,1,0.000782678940333426
Sum of contribution of events ≤ t,-62,1,0.07493176958989352
Sum of contribution of events > t,-63,1,0.0008009679382666946
Sum of contribution of events ≤ t,-63,1,0.07491348059196025
Sum of contribution of events > t,-64,1,0.0008193894121795893
Sum of contribution of events ≤ t,-64,1,0.07489505911804736
Sum of contribution of events > t,-65,1,0.0008379431897774338
Sum of contribution of events ≤ t,-65,1,0.07487650534044951
Sum of contribution of events > t,-66,1,0.0008566284030675888
Sum of contribution of events ≤ t,-66,1,0.07485782012715936
Sum of contribution of events > t,-67,1,0.0008754451042041183
Sum of contribution of events ≤ t,-67,1,0.07483900342602283
Sum of contribution of events > t,-68,1,0.0008943919250741601
Sum of contribution of events ≤ t,-68,1,0.07482005660515278
Sum of contribution of events > t,-69,1,0.0009134693816304207
Sum of contribution of events ≤ t,-69,1,0.07480097914859653
Sum of contribution of events > t,-70,1,0.0009326769104227424
Sum of contribution of events ≤ t,-70,1,0.0747817716198042
Sum of contribution of events > t,-71,1,0.0009520144071429968
Sum of contribution of events ≤ t,-71,1,0.07476243412308395
Sum of contribution of events > t,-72,1,0.0009714816808700561
Sum of contribution of events ≤ t,-72,1,0.07474296684935688
Sum of contribution of events > t,-73,1,0.0009910781318321824
Sum of contribution of events ≤ t,-73,1,0.07472337039839476
Sum of contribution of events > t,-74,1,0.001010804238729179
Sum of contribution of events ≤ t,-74,1,0.07470364429149777
Sum of contribution of events > t,-75,1,0.0010306587861850858
Sum of contribution of events ≤ t,-75,1,0.07468378974404186
