Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,1.332269050180912e-06
Sum of contribution of events ≤ t,-1,1,0.08340575750079006
Sum of contribution of events > t,-2,0,4.017757251858711e-06
Sum of contribution of events ≤ t,-2,0,0.08340307201258838
Sum of contribution of events > t,-3,0,7.827406749129295e-06
Sum of contribution of events ≤ t,-3,0,0.08339926236309111
Sum of contribution of events > t,-4,0,1.2557533569633962e-05
Sum of contribution of events ≤ t,-4,0,0.08339453223627061
Sum of contribution of events > t,-5,0,1.8056862987577915e-05
Sum of contribution of events ≤ t,-5,0,0.08338903290685266
Sum of contribution of events > t,-6,0,2.4217847734689713e-05
Sum of contribution of events ≤ t,-6,0,0.08338287192210556
Sum of contribution of events > t,-7,0,3.096442297101021e-05
Sum of contribution of events ≤ t,-7,0,0.08337612534686924
Sum of contribution of events > t,-8,0,3.82422311231494e-05
Sum of contribution of events ≤ t,-8,0,0.0833688475387171
Sum of contribution of events > t,-9,0,4.601193498820066e-05
Sum of contribution of events ≤ t,-9,0,0.08336107783485204
Sum of contribution of events > t,-10,0,5.424448475241661e-05
Sum of contribution of events ≤ t,-10,0,0.08335284528508782
Sum of contribution of events > t,-11,0,6.291788071393966e-05
Sum of contribution of events ≤ t,-11,0,0.0833441718891263
Sum of contribution of events > t,-12,0,7.201514113694429e-05
Sum of contribution of events ≤ t,-12,0,0.08333507462870329
Sum of contribution of events > t,-13,0,8.152259048074484e-05
Sum of contribution of events ≤ t,-13,0,0.08332556717935949
Sum of contribution of events > t,-14,0,9.142895229160785e-05
Sum of contribution of events ≤ t,-14,0,0.08331566081754863
Sum of contribution of events > t,-15,0,0.00010172472335398197
Sum of contribution of events ≤ t,-15,0,0.08330536504648625
Sum of contribution of events > t,-16,0,0.00011240154039114714
Sum of contribution of events ≤ t,-16,0,0.08329468822944909
Sum of contribution of events > t,-17,1,0.00012345197517424822
Sum of contribution of events ≤ t,-17,1,0.083283637794666
Sum of contribution of events > t,-18,1,0.00013486915547400712
Sum of contribution of events ≤ t,-18,1,0.08327222061436623
Sum of contribution of events > t,-19,1,0.00014664679393172264
Sum of contribution of events ≤ t,-19,1,0.08326044297590852
Sum of contribution of events > t,-20,1,0.00015877903439104557
Sum of contribution of events ≤ t,-20,1,0.0832483107354492
Sum of contribution of events > t,-21,1,0.00017126004491001368
Sum of contribution of events ≤ t,-21,1,0.08323582972493022
Sum of contribution of events > t,-22,1,0.00018408459145575763
Sum of contribution of events ≤ t,-22,1,0.08322300517838448
Sum of contribution of events > t,-23,1,0.0001972472593188286
Sum of contribution of events ≤ t,-23,1,0.08320984251052141
Sum of contribution of events > t,-24,1,0.00021074320748448372
Sum of contribution of events ≤ t,-24,1,0.08319634656235576
Sum of contribution of events > t,-25,1,0.00022456740867346525
Sum of contribution of events ≤ t,-25,1,0.08318252236116677
Sum of contribution of events > t,-26,1,0.00023871495481580496
Sum of contribution of events ≤ t,-26,1,0.08316837481502444
Sum of contribution of events > t,-27,1,0.00025318139232695104
Sum of contribution of events ≤ t,-27,1,0.08315390837751328
Sum of contribution of events > t,-28,1,0.00026796182245016097
Sum of contribution of events ≤ t,-28,1,0.08313912794739008
Sum of contribution of events > t,-29,1,0.00028305197227746246
Sum of contribution of events ≤ t,-29,1,0.08312403779756278
Sum of contribution of events > t,-30,1,0.0002984472932294011
Sum of contribution of events ≤ t,-30,1,0.08310864247661084
Sum of contribution of events > t,-31,1,0.0003141435058787465
Sum of contribution of events ≤ t,-31,1,0.08309294626396149
Sum of contribution of events > t,-32,1,0.00033013614639639856
Sum of contribution of events ≤ t,-32,1,0.08307695362344385
Sum of contribution of events > t,-33,1,0.00034642121009528635
Sum of contribution of events ≤ t,-33,1,0.08306066855974495
Sum of contribution of events > t,-34,1,0.00036299434024840595
Sum of contribution of events ≤ t,-34,1,0.08304409542959183
Sum of contribution of events > t,-35,1,0.00037985155265778304
Sum of contribution of events ≤ t,-35,1,0.08302723821718246
Sum of contribution of events > t,-36,1,0.0003969888566061854
Sum of contribution of events ≤ t,-36,1,0.08301010091323406
Sum of contribution of events > t,-37,1,0.0004144020117819309
Sum of contribution of events ≤ t,-37,1,0.0829926877580583
Sum of contribution of events > t,-38,1,0.0004320872332900763
Sum of contribution of events ≤ t,-38,1,0.08297500253655016
Sum of contribution of events > t,-39,1,0.00045004071202129123
Sum of contribution of events ≤ t,-39,1,0.08295704905781895
Sum of contribution of events > t,-40,1,0.00046825846005231145
Sum of contribution of events ≤ t,-40,1,0.08293883130978794
Sum of contribution of events > t,-41,1,0.00048673665337264536
Sum of contribution of events ≤ t,-41,1,0.0829203531164676
Sum of contribution of events > t,-42,1,0.000505471719428897
Sum of contribution of events ≤ t,-42,1,0.08290161805041134
Sum of contribution of events > t,-43,1,0.0005244598919525742
Sum of contribution of events ≤ t,-43,1,0.08288262987788766
Sum of contribution of events > t,-44,1,0.0005436974847689271
Sum of contribution of events ≤ t,-44,1,0.08286339228507131
Sum of contribution of events > t,-45,1,0.0005631809085607528
Sum of contribution of events ≤ t,-45,1,0.08284390886127949
Sum of contribution of events > t,-46,1,0.0005829066950827837
Sum of contribution of events ≤ t,-46,1,0.08282418307475746
Sum of contribution of events > t,-47,1,0.0006028712512925268
Sum of contribution of events ≤ t,-47,1,0.08280421851854772
Sum of contribution of events > t,-48,1,0.000623071133159101
Sum of contribution of events ≤ t,-48,1,0.08278401863668114
Sum of contribution of events > t,-49,1,0.0006435029301792383
Sum of contribution of events ≤ t,-49,1,0.08276358683966101
Sum of contribution of events > t,-50,1,0.000664163414388895
Sum of contribution of events ≤ t,-50,1,0.08274292635545134
Sum of contribution of events > t,-51,1,0.0006850489163771271
Sum of contribution of events ≤ t,-51,1,0.08272204085346312
Sum of contribution of events > t,-52,1,0.000706156370230019
Sum of contribution of events ≤ t,-52,1,0.08270093339961022
Sum of contribution of events > t,-53,1,0.0007274824511259795
Sum of contribution of events ≤ t,-53,1,0.08267960731871427
Sum of contribution of events > t,-54,1,0.0007490240037441254
Sum of contribution of events ≤ t,-54,1,0.08265806576609612
Sum of contribution of events > t,-55,1,0.0007707779491320252
Sum of contribution of events ≤ t,-55,1,0.08263631182070821
Sum of contribution of events > t,-56,1,0.0007927409773692489
Sum of contribution of events ≤ t,-56,1,0.082614348792471
Sum of contribution of events > t,-57,1,0.000814910190179944
Sum of contribution of events ≤ t,-57,1,0.0825921795796603
Sum of contribution of events > t,-58,1,0.0008372823894023895
Sum of contribution of events ≤ t,-58,1,0.08256980738043786
Sum of contribution of events > t,-59,1,0.0008598546599969268
Sum of contribution of events ≤ t,-59,1,0.08254723510984331
Sum of contribution of events > t,-60,1,0.0008826240943744779
Sum of contribution of events ≤ t,-60,1,0.08252446567546576
Sum of contribution of events > t,-61,1,0.0009055875558406115
Sum of contribution of events ≤ t,-61,1,0.08250150221399963
Sum of contribution of events > t,-62,1,0.0009287427654489875
Sum of contribution of events ≤ t,-62,1,0.08247834700439126
Sum of contribution of events > t,-63,1,0.000952086073346436
Sum of contribution of events ≤ t,-63,1,0.0824550036964938
Sum of contribution of events > t,-64,1,0.0009756154380738735
Sum of contribution of events ≤ t,-64,1,0.08243147433176637
Sum of contribution of events > t,-65,1,0.0009993276307359337
Sum of contribution of events ≤ t,-65,1,0.0824077621391043
Sum of contribution of events > t,-66,1,0.0010232199132442475
Sum of contribution of events ≤ t,-66,1,0.08238386985659599
Sum of contribution of events > t,-67,1,0.0010472901621833444
Sum of contribution of events ≤ t,-67,1,0.0823597996076569
Sum of contribution of events > t,-68,1,0.0010715351421386003
Sum of contribution of events ≤ t,-68,1,0.08233555462770165
Sum of contribution of events > t,-69,1,0.0010959522500634193
Sum of contribution of events ≤ t,-69,1,0.08231113751977683
Sum of contribution of events > t,-70,1,0.001120538984425366
Sum of contribution of events ≤ t,-70,1,0.08228655078541487
Sum of contribution of events > t,-71,1,0.0011452935114502907
Sum of contribution of events ≤ t,-71,1,0.08226179625838995
Sum of contribution of events > t,-72,1,0.001170212454162538
Sum of contribution of events ≤ t,-72,1,0.0822368773156777
Sum of contribution of events > t,-73,1,0.0011952936798334123
Sum of contribution of events ≤ t,-73,1,0.08221179609000683
Sum of contribution of events > t,-74,1,0.0012205345323309303
Sum of contribution of events ≤ t,-74,1,0.08218655523750931
Sum of contribution of events > t,-75,1,0.0012459329925477505
Sum of contribution of events ≤ t,-75,1,0.0821611567772925
Sum of contribution of events > t,-76,1,0.001271486717276275
Sum of contribution of events ≤ t,-76,1,0.08213560305256397
Sum of contribution of events > t,-77,1,0.0012971928752958774
Sum of contribution of events ≤ t,-77,1,0.08210989689454436
Sum of contribution of events > t,-78,1,0.001323049175553024
Sum of contribution of events ≤ t,-78,1,0.08208404059428721
Sum of contribution of events > t,-79,1,0.0013490542508661748
Sum of contribution of events ≤ t,-79,1,0.08205803551897406
Sum of contribution of events > t,-80,1,0.0013752050930634142
Sum of contribution of events ≤ t,-80,1,0.08203188467677683
Sum of contribution of events > t,-81,1,0.001401499517261982
Sum of contribution of events ≤ t,-81,1,0.08200559025257825
Sum of contribution of events > t,-82,1,0.0014279359271749854
Sum of contribution of events ≤ t,-82,1,0.08197915384266526
Sum of contribution of events > t,-83,1,0.0014545116797089576
Sum of contribution of events ≤ t,-83,1,0.08195257809013129
Sum of contribution of events > t,-84,1,0.0014812248004600407
Sum of contribution of events ≤ t,-84,1,0.0819258649693802
Sum of contribution of events > t,-85,1,0.0015080735636875033
Sum of contribution of events ≤ t,-85,1,0.08189901620615274
Sum of contribution of events > t,-86,1,0.001535055534914136
Sum of contribution of events ≤ t,-86,1,0.0818720342349261
Sum of contribution of events > t,-87,1,0.0015621691504493355
Sum of contribution of events ≤ t,-87,1,0.0818449206193909
Sum of contribution of events > t,-88,1,0.0015894111581146717
Sum of contribution of events ≤ t,-88,1,0.08181767861172556
Sum of contribution of events > t,-89,1,0.0016167808035388589
Sum of contribution of events ≤ t,-89,1,0.08179030896630138
Sum of contribution of events > t,-90,1,0.0016442761346697808
Sum of contribution of events ≤ t,-90,1,0.08176281363517046
Sum of contribution of events > t,-91,1,0.001671895400620997
Sum of contribution of events ≤ t,-91,1,0.08173519436921925
Sum of contribution of events > t,-92,1,0.0016996355373412372
Sum of contribution of events ≤ t,-92,1,0.081707454232499
Sum of contribution of events > t,-93,1,0.0017274965727701783
Sum of contribution of events ≤ t,-93,1,0.08167959319707006
Sum of contribution of events > t,-94,1,0.0017554746698588133
Sum of contribution of events ≤ t,-94,1,0.08165161509998142
Sum of contribution of events > t,-95,1,0.0017835693834349514
Sum of contribution of events ≤ t,-95,1,0.08162352038640529
Sum of contribution of events > t,-96,1,0.0018117789067327976
Sum of contribution of events ≤ t,-96,1,0.08159531086310744
Sum of contribution of events > t,-97,1,0.0018401010418310762
Sum of contribution of events ≤ t,-97,1,0.08156698872800916
Sum of contribution of events > t,-98,1,0.001868534824810922
Sum of contribution of events ≤ t,-98,1,0.08153855494502932
Sum of contribution of events > t,-99,1,0.0018970769448205828
Sum of contribution of events ≤ t,-99,1,0.08151001282501966
Sum of contribution of events > t,-100,1,0.0019257274530828
Sum of contribution of events ≤ t,-100,1,0.08148136231675744
Sum of contribution of events > t,-101,1,0.001954484178684652
Sum of contribution of events ≤ t,-101,1,0.0814526055911556
Sum of contribution of events > t,-102,1,0.001983345340937376
Sum of contribution of events ≤ t,-102,1,0.08142374442890286
Sum of contribution of events > t,-103,1,0.002012309278361499
Sum of contribution of events ≤ t,-103,1,0.08139478049147875
Sum of contribution of events > t,-104,1,0.0020413752375170588
Sum of contribution of events ≤ t,-104,1,0.08136571453232318
Sum of contribution of events > t,-105,1,0.00207054087985307
Sum of contribution of events ≤ t,-105,1,0.08133654888998718
Sum of contribution of events > t,-106,1,0.0020998048381879924
Sum of contribution of events ≤ t,-106,1,0.08130728493165225
Sum of contribution of events > t,-107,1,0.002129165390506387
Sum of contribution of events ≤ t,-107,1,0.08127792437933386
Sum of contribution of events > t,-108,1,0.0021586215682327745
Sum of contribution of events ≤ t,-108,1,0.08124846820160747
Sum of contribution of events > t,-109,1,0.0021881722761318088
Sum of contribution of events ≤ t,-109,1,0.08121891749370844
Sum of contribution of events > t,-110,1,0.002217815327458084
Sum of contribution of events ≤ t,-110,1,0.08118927444238215
Sum of contribution of events > t,-111,1,0.002247549785301089
Sum of contribution of events ≤ t,-111,1,0.08115953998453915
Sum of contribution of events > t,-112,1,0.002277373569086194
Sum of contribution of events ≤ t,-112,1,0.08112971620075404
Sum of contribution of events > t,-113,1,0.0023072860473766924
Sum of contribution of events ≤ t,-113,1,0.08109980372246355
Sum of contribution of events > t,-114,1,0.0023372848788276316
Sum of contribution of events ≤ t,-114,1,0.0810698048910126
Sum of contribution of events > t,-115,1,0.0023673711195588113
Sum of contribution of events ≤ t,-115,1,0.08103971865028142
Sum of contribution of events > t,-116,1,0.0023975411308929323
Sum of contribution of events ≤ t,-116,1,0.0810099469171837
Sum of contribution of events > t,-117,1,0.0024277943493798376
Sum of contribution of events ≤ t,-117,1,0.0809818609720096
Sum of contribution of events > t,-118,1,0.002458128902129829
Sum of contribution of events ≤ t,-118,1,0.08095587877277285
Sum of contribution of events > t,-119,1,0.0024885454941540957
Sum of contribution of events ≤ t,-119,1,0.08093242370896041
Sum of contribution of events > t,-120,1,0.002519041506573558
Sum of contribution of events ≤ t,-120,1,0.08091205496899784
Sum of contribution of events > t,-121,1,0.002549615460447967
Sum of contribution of events ≤ t,-121,1,0.08089552872721106
Sum of contribution of events > t,-122,1,0.00258026650454849
Sum of contribution of events ≤ t,-122,1,0.08088396369386465
Sum of contribution of events > t,-123,0,0.0026109937336295844
Sum of contribution of events ≤ t,-123,0,0.08087920330651105
Sum of contribution of events > t,-124,0,0.002641796177253127
Sum of contribution of events ≤ t,-124,0,0.08088460469432175
Sum of contribution of events > t,-125,1,0.0026726719411090017
Sum of contribution of events ≤ t,-125,1,0.08089918156620116
Sum of contribution of events > t,-126,1,0.0027036204682663084
Sum of contribution of events ≤ t,-126,1,0.08091756351199
Sum of contribution of events > t,-127,1,0.0027346404995769263
Sum of contribution of events ≤ t,-127,1,0.08093828967772425
Sum of contribution of events > t,-128,1,0.0027657315023243427
Sum of contribution of events ≤ t,-128,1,0.08096092773973942
Sum of contribution of events > t,-129,1,0.002796891402453184
Sum of contribution of events ≤ t,-129,1,0.08098545066267251
Sum of contribution of events > t,-130,1,0.002828119260258973
Sum of contribution of events ≤ t,-130,1,0.08101152234803885
Sum of contribution of events > t,-131,1,0.002859415305778384
Sum of contribution of events ≤ t,-131,1,0.08103902107663452
Sum of contribution of events > t,-132,1,0.002890777574852109
Sum of contribution of events ≤ t,-132,1,0.08106832616589964
Sum of contribution of events > t,-133,1,0.00292220501229167
Sum of contribution of events ≤ t,-133,1,0.08109892340749503
Sum of contribution of events > t,-134,1,0.0029536968879401685
Sum of contribution of events ≤ t,-134,1,0.08113041528314352
Sum of contribution of events > t,-135,1,0.002985252009704709
Sum of contribution of events ≤ t,-135,1,0.08116197040490807
Sum of contribution of events > t,-136,1,0.0030168710835278036
Sum of contribution of events ≤ t,-136,1,0.08119358947873115
Sum of contribution of events > t,-137,1,0.0030485497480258346
Sum of contribution of events ≤ t,-137,1,0.08122526814322918
Sum of contribution of events > t,-138,1,0.0030802906984463336
Sum of contribution of events ≤ t,-138,1,0.08125700909364969
Sum of contribution of events > t,-139,1,0.0031120900707319377
Sum of contribution of events ≤ t,-139,1,0.0812888084659353
Sum of contribution of events > t,-140,1,0.0031439493829384445
Sum of contribution of events ≤ t,-140,1,0.0813206677781418
Sum of contribution of events > t,-141,1,0.003175866181962192
Sum of contribution of events ≤ t,-141,1,0.08135258457716554
Sum of contribution of events > t,-142,1,0.0032078405087813734
Sum of contribution of events ≤ t,-142,1,0.08138455890398473
Sum of contribution of events > t,-143,1,0.003239870690740645
Sum of contribution of events ≤ t,-143,1,0.081416589085944
Sum of contribution of events > t,-144,1,0.0032719562174752356
Sum of contribution of events ≤ t,-144,1,0.08144867461267859
Sum of contribution of events > t,-145,1,0.0033040957963094116
Sum of contribution of events ≤ t,-145,1,0.08148081419151276
Sum of contribution of events > t,-146,1,0.003336290295235813
Sum of contribution of events ≤ t,-146,1,0.08151300869043916
Sum of contribution of events > t,-147,1,0.003368537097238004
Sum of contribution of events ≤ t,-147,1,0.08154525549244136
Sum of contribution of events > t,-148,1,0.0034008359871804715
Sum of contribution of events ≤ t,-148,1,0.08157755438238383
Sum of contribution of events > t,-149,1,0.003433187512680888
Sum of contribution of events ≤ t,-149,1,0.08160990590788424
Sum of contribution of events > t,-150,1,0.0034655881598591805
Sum of contribution of events ≤ t,-150,1,0.08164230655506254
Sum of contribution of events > t,-151,1,0.003498039713129401
Sum of contribution of events ≤ t,-151,1,0.08167475810833276
Sum of contribution of events > t,-152,1,0.0035305410902947186
Sum of contribution of events ≤ t,-152,1,0.08170725948549808
Sum of contribution of events > t,-153,1,0.0035630898689851167
Sum of contribution of events ≤ t,-153,1,0.08173980826418847
Sum of contribution of events > t,-154,1,0.003595686688087881
Sum of contribution of events ≤ t,-154,1,0.08177240508329123
Sum of contribution of events > t,-155,1,0.0036283309692516923
Sum of contribution of events ≤ t,-155,1,0.08180504936445504
Sum of contribution of events > t,-156,1,0.0036610217187553642
Sum of contribution of events ≤ t,-156,1,0.08183774011395871
Sum of contribution of events > t,-157,1,0.003693758288398385
Sum of contribution of events ≤ t,-157,1,0.08187047668360174
Sum of contribution of events > t,-158,1,0.0037265393882989885
Sum of contribution of events ≤ t,-158,1,0.08190325778350234
Sum of contribution of events > t,-159,1,0.003759364931844175
Sum of contribution of events ≤ t,-159,1,0.08193608332704752
Sum of contribution of events > t,-160,1,0.003792234539054334
Sum of contribution of events ≤ t,-160,1,0.08196895293425768
Sum of contribution of events > t,-161,1,0.003825146917253733
Sum of contribution of events ≤ t,-161,1,0.08200186531245708
Sum of contribution of events > t,-162,1,0.0038581026922911406
Sum of contribution of events ≤ t,-162,1,0.08203482108749449
Sum of contribution of events > t,-163,1,0.0038910991214215753
Sum of contribution of events ≤ t,-163,1,0.08206781751662492
Sum of contribution of events > t,-164,1,0.0039241375727578996
Sum of contribution of events ≤ t,-164,1,0.08210085596796125
Sum of contribution of events > t,-165,1,0.00395721731800586
Sum of contribution of events ≤ t,-165,1,0.0821339357132092
Sum of contribution of events > t,-166,1,0.003990335784852504
Sum of contribution of events ≤ t,-166,1,0.08216705418005586
Sum of contribution of events > t,-167,1,0.004023494441062212
Sum of contribution of events ≤ t,-167,1,0.08220021283626557
Sum of contribution of events > t,-168,1,0.0040566923003643755
Sum of contribution of events ≤ t,-168,1,0.08223341069556772
Sum of contribution of events > t,-169,1,0.004089927853085101
Sum of contribution of events ≤ t,-169,1,0.08226664624828846
Sum of contribution of events > t,-170,1,0.004123201413080096
Sum of contribution of events ≤ t,-170,1,0.08229991980828345
Sum of contribution of events > t,-171,1,0.0041565127726644275
Sum of contribution of events ≤ t,-171,1,0.08233323116786778
Sum of contribution of events > t,-172,1,0.004189860715530813
Sum of contribution of events ≤ t,-172,1,0.08236657911073417
Sum of contribution of events > t,-173,1,0.004223244639113545
Sum of contribution of events ≤ t,-173,1,0.0823999630343169
Sum of contribution of events > t,-174,1,0.004256665070541203
Sum of contribution of events ≤ t,-174,1,0.08243338346574455
Sum of contribution of events > t,-175,1,0.004290119910612703
Sum of contribution of events ≤ t,-175,1,0.08246683830581605
Sum of contribution of events > t,-176,1,0.004323610487394035
Sum of contribution of events ≤ t,-176,1,0.08250032888259738
Sum of contribution of events > t,-177,1,0.004357133507728577
Sum of contribution of events ≤ t,-177,1,0.08253385190293193
Sum of contribution of events > t,-178,1,0.004390692060813307
Sum of contribution of events ≤ t,-178,1,0.08256741045601666
Sum of contribution of events > t,-179,1,0.004424282525666058
Sum of contribution of events ≤ t,-179,1,0.08260100092086942
Sum of contribution of events > t,-180,1,0.0044579066149890425
Sum of contribution of events ≤ t,-180,1,0.08263462501019239
Sum of contribution of events > t,-181,1,0.004491561560891568
Sum of contribution of events ≤ t,-181,1,0.08266827995609492
Sum of contribution of events > t,-182,1,0.004525249714031816
Sum of contribution of events ≤ t,-182,1,0.08270196810923516
Sum of contribution of events > t,-183,1,0.004558970273472369
Sum of contribution of events ≤ t,-183,1,0.08273568866867573
Sum of contribution of events > t,-184,1,0.004592720614746213
Sum of contribution of events ≤ t,-184,1,0.08276943900994957
Sum of contribution of events > t,-185,1,0.004626500871963799
Sum of contribution of events ≤ t,-185,1,0.08280321926716715
Sum of contribution of events > t,-186,1,0.004660313217900693
Sum of contribution of events ≤ t,-186,1,0.08283703161310405
Sum of contribution of events > t,-187,1,0.004694155493751169
Sum of contribution of events ≤ t,-187,1,0.08287087388895452
Sum of contribution of events > t,-188,1,0.004728025148622692
Sum of contribution of events ≤ t,-188,1,0.08290474354382604
Sum of contribution of events > t,-189,1,0.004761925267986953
Sum of contribution of events ≤ t,-189,1,0.0829386436631903
Sum of contribution of events > t,-190,1,0.0047958544455468655
Sum of contribution of events ≤ t,-190,1,0.08297257284075021
Sum of contribution of events > t,-191,1,0.004829811935313046
Sum of contribution of events ≤ t,-191,1,0.0830065303305164
Sum of contribution of events > t,-192,1,0.004863797851838172
Sum of contribution of events ≤ t,-192,1,0.08304051624704152
Sum of contribution of events > t,-193,1,0.00489781515672803
Sum of contribution of events ≤ t,-193,1,0.08307453355193138
Sum of contribution of events > t,-194,1,0.004931859887205064
Sum of contribution of events ≤ t,-194,1,0.08310857828240842
Sum of contribution of events > t,-195,1,0.0049659338127821685
Sum of contribution of events ≤ t,-195,1,0.08314265220798552
Sum of contribution of events > t,-196,1,0.005000039253383875
Sum of contribution of events ≤ t,-196,1,0.08317675764858723
Sum of contribution of events > t,-197,1,0.005034177073277533
Sum of contribution of events ≤ t,-197,1,0.08321089546848089
Sum of contribution of events > t,-198,1,0.005068348991684616
Sum of contribution of events ≤ t,-198,1,0.08324506738688797
Sum of contribution of events > t,-199,1,0.005102554026059807
Sum of contribution of events ≤ t,-199,1,0.08327927242126316
Sum of contribution of events > t,-200,1,0.00513675172906369
Sum of contribution of events ≤ t,-200,1,0.08331347012426704
Sum of contribution of events > t,-201,1,0.00516903836093843
Sum of contribution of events ≤ t,-201,1,0.08334575675614178
Sum of contribution of events > t,-202,1,0.005199368361383677
Sum of contribution of events ≤ t,-202,1,0.08337608675658703
Sum of contribution of events > t,-203,1,0.005227722658775747
Sum of contribution of events ≤ t,-203,1,0.0834044410539791
Sum of contribution of events > t,-204,1,0.005254089376889169
Sum of contribution of events ≤ t,-204,1,0.08343080777209252
Sum of contribution of events > t,-205,1,0.005278465540148318
Sum of contribution of events ≤ t,-205,1,0.08345518393535167
Sum of contribution of events > t,-206,1,0.005300845089368522
Sum of contribution of events ≤ t,-206,1,0.08347756348457187
Sum of contribution of events > t,-207,1,0.005321219657547772
Sum of contribution of events ≤ t,-207,1,0.08349793805275113
Sum of contribution of events > t,-208,1,0.005339581955224276
Sum of contribution of events ≤ t,-208,1,0.08351630035042763
Sum of contribution of events > t,-209,1,0.005355926137417555
Sum of contribution of events ≤ t,-209,1,0.08353264453262091
Sum of contribution of events > t,-210,1,0.005370244545862078
Sum of contribution of events ≤ t,-210,1,0.08354696294106544
Sum of contribution of events > t,-211,1,0.0053825321225449444
Sum of contribution of events ≤ t,-211,1,0.08355925051774829
Sum of contribution of events > t,-212,0,0.005392786762677133
Sum of contribution of events ≤ t,-212,0,0.08356950515788049
Sum of contribution of events > t,-213,0,0.00540099402051419
Sum of contribution of events ≤ t,-213,0,0.08357771241571754
Sum of contribution of events > t,-214,0,0.005407159338705242
Sum of contribution of events ≤ t,-214,0,0.08358387773390859
Sum of contribution of events > t,-215,0,0.005411273146048189
Sum of contribution of events ≤ t,-215,0,0.08358799154125154
Sum of contribution of events > t,-216,0,0.005413333348929882
Sum of contribution of events ≤ t,-216,0,0.08359005174413324
Sum of contribution of events > t,-217,0,0.005413333348929882
Sum of contribution of events ≤ t,-217,0,0.08359005174413324
Sum of contribution of events > t,-218,0,0.0054115864960476755
Sum of contribution of events ≤ t,-218,0,0.08358798769395799
Sum of contribution of events > t,-219,0,0.005408572716638446
Sum of contribution of events ≤ t,-219,0,0.08358386208675801
Sum of contribution of events > t,-220,0,0.005404408352449536
Sum of contribution of events ≤ t,-220,0,0.08357765954546631
Sum of contribution of events > t,-221,0,0.005399370224215091
Sum of contribution of events ≤ t,-221,0,0.08356938852835447
Sum of contribution of events > t,-222,0,0.005393495561555028
Sum of contribution of events ≤ t,-222,0,0.08355904055573046
Sum of contribution of events > t,-223,1,0.0053870089845731856
Sum of contribution of events ≤ t,-223,1,0.08354661148507148
Sum of contribution of events > t,-224,1,0.005379961528815329
Sum of contribution of events ≤ t,-224,1,0.08353210441116243
Sum of contribution of events > t,-225,1,0.005372546714730561
Sum of contribution of events ≤ t,-225,1,0.08351551235560328
Sum of contribution of events > t,-226,1,0.005364855886436998
Sum of contribution of events ≤ t,-226,1,0.08349683037120849
Sum of contribution of events > t,-227,1,0.005356993857771158
Sum of contribution of events ≤ t,-227,1,0.08347606030106544
Sum of contribution of events > t,-228,1,0.005349188804626465
Sum of contribution of events ≤ t,-228,1,0.08345319885015488
Sum of contribution of events > t,-229,1,0.005341340344399214
Sum of contribution of events ≤ t,-229,1,0.08342824123799801
Sum of contribution of events > t,-230,1,0.0053339167591184376
Sum of contribution of events ≤ t,-230,1,0.08340118563733995
Sum of contribution of events > t,-231,1,0.005326664726249874
