Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,1.300453394651413e-05
Sum of contribution of events ≤ t,-1,1,0.178337236456573
Sum of contribution of events > t,-2,1,3.259005397558212e-05
Sum of contribution of events ≤ t,-2,1,0.17831765093654395
Sum of contribution of events > t,-3,1,5.588247627019882e-05
Sum of contribution of events ≤ t,-3,1,0.17829435851424932
Sum of contribution of events > t,-4,1,8.140038698911667e-05
Sum of contribution of events ≤ t,-4,1,0.1782688406035304
Sum of contribution of events > t,-5,1,0.0001082913652062416
Sum of contribution of events ≤ t,-5,1,0.17824194962531328
Sum of contribution of events > t,-6,1,0.00013603106886148452
Sum of contribution of events ≤ t,-6,1,0.17821420992165804
Sum of contribution of events > t,-7,1,0.00016428852826356888
Sum of contribution of events ≤ t,-7,1,0.17818595246225596
Sum of contribution of events > t,-8,1,0.0001928551122546196
Sum of contribution of events ≤ t,-8,1,0.1781573858782649
Sum of contribution of events > t,-9,1,0.00022160134464502336
Sum of contribution of events ≤ t,-9,1,0.1781286396458745
Sum of contribution of events > t,-10,1,0.0002504488304257393
Sum of contribution of events ≤ t,-10,1,0.17809979216009378
Sum of contribution of events > t,-11,1,0.0002793514057993889
Sum of contribution of events ≤ t,-11,1,0.17807088958472014
Sum of contribution of events > t,-12,1,0.0003082827255129814
Sum of contribution of events ≤ t,-12,1,0.17804195826500654
Sum of contribution of events > t,-13,1,0.00033722829073667526
Sum of contribution of events ≤ t,-13,1,0.17801301269978284
Sum of contribution of events > t,-14,1,0.0003661804422736168
Sum of contribution of events ≤ t,-14,1,0.17798406054824592
Sum of contribution of events > t,-15,1,0.0003951353207230568
Sum of contribution of events ≤ t,-15,1,0.17795510566979647
Sum of contribution of events > t,-16,1,0.0004240911230444908
Sum of contribution of events ≤ t,-16,1,0.17792615132778883
Sum of contribution of events > t,-17,1,0.0004530470594763756
Sum of contribution of events ≤ t,-17,1,0.17789719711989163
Sum of contribution of events > t,-18,1,0.0004820028468966484
Sum of contribution of events ≤ t,-18,1,0.17786824276298285
Sum of contribution of events > t,-19,1,0.0005109584257006645
Sum of contribution of events ≤ t,-19,1,0.17783928819745778
Sum of contribution of events > t,-20,1,0.0005399138256907463
Sum of contribution of events ≤ t,-20,1,0.1778103334531188
Sum of contribution of events > t,-21,1,0.0005688691064715386
Sum of contribution of events ≤ t,-21,1,0.17778137858957052
Sum of contribution of events > t,-22,1,0.0005978242978453637
Sum of contribution of events ≤ t,-22,1,0.17775242363661528
Sum of contribution of events > t,-23,1,0.0006267794296145439
Sum of contribution of events ≤ t,-23,1,0.1777234686240554
Sum of contribution of events > t,-24,1,0.0006557345166802406
Sum of contribution of events ≤ t,-24,1,0.177694513566792
Sum of contribution of events > t,-25,1,0.0006846896037459373
Sum of contribution of events ≤ t,-25,1,0.17766555850952864
Sum of contribution of events > t,-26,1,0.0007136446759104729
Sum of contribution of events ≤ t,-26,1,0.1776366034373641
Sum of contribution of events > t,-27,1,0.0007425997480750084
Sum of contribution of events ≤ t,-27,1,0.17760764836519957
Sum of contribution of events > t,-28,1,0.000771554820239544
Sum of contribution of events ≤ t,-28,1,0.17757869329303502
Sum of contribution of events > t,-29,1,0.0008005098924040795
Sum of contribution of events ≤ t,-29,1,0.1775497382208705
Sum of contribution of events > t,-30,1,0.000829464964568615
Sum of contribution of events ≤ t,-30,1,0.17752078314870595
Sum of contribution of events > t,-31,1,0.0008584200367331505
Sum of contribution of events ≤ t,-31,1,0.17749182807654143
Sum of contribution of events > t,-32,1,0.000887375108897686
Sum of contribution of events ≤ t,-32,1,0.17746287300437688
Sum of contribution of events > t,-33,1,0.0009163301810622216
Sum of contribution of events ≤ t,-33,1,0.17743391793221236
Sum of contribution of events > t,-34,1,0.0009452852532267571
Sum of contribution of events ≤ t,-34,1,0.1774049628600478
Sum of contribution of events > t,-35,1,0.0009742403253912926
Sum of contribution of events ≤ t,-35,1,0.1773760077878833
Sum of contribution of events > t,-36,1,0.001003195397555828
Sum of contribution of events ≤ t,-36,1,0.17734705271571874
Sum of contribution of events > t,-37,1,0.0010321504697203636
Sum of contribution of events ≤ t,-37,1,0.17731809764355422
Sum of contribution of events > t,-38,1,0.001061105541884899
Sum of contribution of events ≤ t,-38,1,0.17728914257138967
Sum of contribution of events > t,-39,1,0.0010900606140494347
Sum of contribution of events ≤ t,-39,1,0.17726018749922515
Sum of contribution of events > t,-40,1,0.00111901568621397
Sum of contribution of events ≤ t,-40,1,0.1772312324270606
Sum of contribution of events > t,-41,1,0.0011479707583785057
Sum of contribution of events ≤ t,-41,1,0.17720227735489608
Sum of contribution of events > t,-42,1,0.0011769258305430411
Sum of contribution of events ≤ t,-42,1,0.17717332228273153
Sum of contribution of events > t,-43,1,0.0012058809027075768
Sum of contribution of events ≤ t,-43,1,0.177144367210567
Sum of contribution of events > t,-44,1,0.0012348359748721122
Sum of contribution of events ≤ t,-44,1,0.17711541213840246
Sum of contribution of events > t,-45,1,0.0012637910470366478
Sum of contribution of events ≤ t,-45,1,0.17708645706623793
Sum of contribution of events > t,-46,1,0.0012927461192011832
Sum of contribution of events ≤ t,-46,1,0.17705750199407339
Sum of contribution of events > t,-47,1,0.0013217011913657188
Sum of contribution of events ≤ t,-47,1,0.17702854692190886
Sum of contribution of events > t,-48,1,0.0013506562635302545
Sum of contribution of events ≤ t,-48,1,0.17699959184974431
Sum of contribution of events > t,-49,1,0.0013796113356947899
Sum of contribution of events ≤ t,-49,1,0.1769706367775798
Sum of contribution of events > t,-50,1,0.0014085664078593255
Sum of contribution of events ≤ t,-50,1,0.17694168170541524
Sum of contribution of events > t,-51,1,0.001437521480023861
Sum of contribution of events ≤ t,-51,1,0.17691272663325072
Sum of contribution of events > t,-52,1,0.0014664765521883965
Sum of contribution of events ≤ t,-52,1,0.17688377156108617
Sum of contribution of events > t,-53,1,0.001495431624352932
Sum of contribution of events ≤ t,-53,1,0.17685481648892165
Sum of contribution of events > t,-54,1,0.0015243866965174676
Sum of contribution of events ≤ t,-54,1,0.1768258614167571
Sum of contribution of events > t,-55,1,0.001553341768682003
Sum of contribution of events ≤ t,-55,1,0.17679690634459258
Sum of contribution of events > t,-56,1,0.0015822968408465386
Sum of contribution of events ≤ t,-56,1,0.17676795127242803
Sum of contribution of events > t,-57,1,0.001611251913011074
Sum of contribution of events ≤ t,-57,1,0.1767389962002635
Sum of contribution of events > t,-58,1,0.0016402069851756097
Sum of contribution of events ≤ t,-58,1,0.17671004112809896
Sum of contribution of events > t,-59,1,0.001669162057340145
Sum of contribution of events ≤ t,-59,1,0.17668108605593444
Sum of contribution of events > t,-60,1,0.0016981171295046807
Sum of contribution of events ≤ t,-60,1,0.1766521309837699
Sum of contribution of events > t,-61,1,0.0017270722016692161
Sum of contribution of events ≤ t,-61,1,0.17662317591160537
Sum of contribution of events > t,-62,1,0.0017560272738337517
Sum of contribution of events ≤ t,-62,1,0.17659422083944082
Sum of contribution of events > t,-63,1,0.0017849823459982872
Sum of contribution of events ≤ t,-63,1,0.1765652657672763
Sum of contribution of events > t,-64,1,0.0018139374181628228
Sum of contribution of events ≤ t,-64,1,0.17653631069511175
Sum of contribution of events > t,-65,1,0.0018428924903273582
Sum of contribution of events ≤ t,-65,1,0.17650735562294723
Sum of contribution of events > t,-66,1,0.0018718475624918938
Sum of contribution of events ≤ t,-66,1,0.17647840055078268
Sum of contribution of events > t,-67,1,0.0019008026346564292
Sum of contribution of events ≤ t,-67,1,0.17644944547861816
Sum of contribution of events > t,-68,1,0.0019297577068209649
Sum of contribution of events ≤ t,-68,1,0.1764204904064536
Sum of contribution of events > t,-69,1,0.0019587127789855003
Sum of contribution of events ≤ t,-69,1,0.17639153533428908
Sum of contribution of events > t,-70,1,0.0019876678511500357
Sum of contribution of events ≤ t,-70,1,0.17636258026212454
Sum of contribution of events > t,-71,1,0.0020166229233145715
Sum of contribution of events ≤ t,-71,1,0.17633362518996
Sum of contribution of events > t,-72,1,0.002045577995479107
Sum of contribution of events ≤ t,-72,1,0.17630467011779546
Sum of contribution of events > t,-73,1,0.0020745330676436424
Sum of contribution of events ≤ t,-73,1,0.17627571504563094
Sum of contribution of events > t,-74,1,0.0021034881398081778
