Coalition,t (event index),Pruning,Shapley Value
Sum of contribution of events > t,-1,1,1.093287020921707e-06
Sum of contribution of events ≤ t,-1,1,0.15265523397922515
Sum of contribution of events > t,-2,0,2.82764807343483e-06
Sum of contribution of events ≤ t,-2,0,0.15265349961817265
Sum of contribution of events > t,-3,0,5.5324621498584744e-06
Sum of contribution of events ≤ t,-3,0,0.1526507948040962
Sum of contribution of events > t,-4,0,9.507976472377776e-06
Sum of contribution of events ≤ t,-4,0,0.1526468192897737
Sum of contribution of events > t,-5,0,1.4945495873689651e-05
Sum of contribution of events ≤ t,-5,0,0.1526413817703724
Sum of contribution of events > t,-6,0,2.196955680847168e-05
Sum of contribution of events ≤ t,-6,0,0.15263435770943762
Sum of contribution of events > t,-7,0,3.066717833280563e-05
Sum of contribution of events ≤ t,-7,0,0.15262566008791328
Sum of contribution of events > t,-8,0,4.110237956047058e-05
Sum of contribution of events ≤ t,-8,0,0.1526152248866856
Sum of contribution of events > t,-9,1,5.3323123604059216e-05
Sum of contribution of events ≤ t,-9,1,0.15260300414264202
Sum of contribution of events > t,-10,1,6.736553460359573e-05
Sum of contribution of events ≤ t,-10,1,0.1525889617316425
Sum of contribution of events > t,-11,1,8.325667679309846e-05
Sum of contribution of events ≤ t,-11,1,0.152573070589453
Sum of contribution of events > t,-12,1,0.00010101624950766564
Sum of contribution of events ≤ t,-12,1,0.15255531101673842
Sum of contribution of events > t,-13,1,0.00012065749615430832
Sum of contribution of events ≤ t,-13,1,0.15253566977009178
Sum of contribution of events > t,-14,1,0.00014218796417117118
Sum of contribution of events ≤ t,-14,1,0.1525141393020749
Sum of contribution of events > t,-15,1,0.00016561155766248704
Sum of contribution of events ≤ t,-15,1,0.15249071570858358
Sum of contribution of events > t,-16,1,0.00019092652946710585
Sum of contribution of events ≤ t,-16,1,0.15246540073677897
Sum of contribution of events > t,-17,1,0.0002181287221610546
Sum of contribution of events ≤ t,-17,1,0.15243819854408502
Sum of contribution of events > t,-18,1,0.00024720950797200205
Sum of contribution of events ≤ t,-18,1,0.15240911775827407
Sum of contribution of events > t,-19,1,0.0002781568765640259
Sum of contribution of events ≤ t,-19,1,0.15237817038968204
Sum of contribution of events > t,-20,1,0.0003109568804502487
Sum of contribution of events ≤ t,-20,1,0.15234537038579582
Sum of contribution of events > t,-21,1,0.0003455921411514282
Sum of contribution of events ≤ t,-21,1,0.15231073512509466
Sum of contribution of events > t,-22,1,0.00038204221427440646
Sum of contribution of events ≤ t,-22,1,0.1522742850519717
Sum of contribution of events > t,-23,1,0.000420285027474165
Sum of contribution of events ≤ t,-23,1,0.1522360422387719
Sum of contribution of events > t,-24,1,0.00046029770374298096
Sum of contribution of events ≤ t,-24,1,0.1521960295625031
Sum of contribution of events > t,-25,1,0.0005020512528717517
Sum of contribution of events ≤ t,-25,1,0.15215427601337433
Sum of contribution of events > t,-26,1,0.0005455187149345875
Sum of contribution of events ≤ t,-26,1,0.15211080855131148
Sum of contribution of events > t,-27,1,0.0005906696356832981
Sum of contribution of events ≤ t,-27,1,0.1520656576305628
Sum of contribution of events > t,-28,1,0.0006374730840325355
Sum of contribution of events ≤ t,-28,1,0.15201885418221356
Sum of contribution of events > t,-29,1,0.0006858957968652248
Sum of contribution of events ≤ t,-29,1,0.15197043146938086
Sum of contribution of events > t,-30,1,0.0007359040230512619
Sum of contribution of events ≤ t,-30,1,0.15192042324319482
Sum of contribution of events > t,-31,1,0.0007874608486890793
Sum of contribution of events ≤ t,-31,1,0.151868866417557
Sum of contribution of events > t,-32,1,0.0008405316136777401
Sum of contribution of events ≤ t,-32,1,0.15181579565256834
Sum of contribution of events > t,-33,1,0.0008950775749981403
Sum of contribution of events ≤ t,-33,1,0.15176124969124793
Sum of contribution of events > t,-34,1,0.0009510607980191708
Sum of contribution of events ≤ t,-34,1,0.1517052664682269
Sum of contribution of events > t,-35,1,0.0010084425732493402
Sum of contribution of events ≤ t,-35,1,0.15164788469299675
