Sequence,Series,Start,Duration,Amplitude,Smooth,Spikes
30,1,0,1000,0.0,True,0
30,2,0,1000,0.0973716897953114,True,1
30,3,0,1000,0.0,True,0
30,4,0,1000,0.0,True,0
31,1,0,1000,0.0,True,0
31,2,0,1000,0.0,True,0
31,3,0,1000,0.0,True,0
31,4,0,1000,0.0,True,0
32,1,0,1000,0.0,True,0
32,2,0,1000,0.0,True,0
32,3,0,1000,0.0,True,0
32,4,0,1000,0.0,True,0
33,1,0,1000,0.0,True,0
33,2,0,1000,0.007567295659140878,True,1
33,3,0,1000,0.0,True,0
33,4,0,1000,0.0,True,0
34,1,0,1000,0.0,True,0
34,2,0,1000,0.0,True,0
34,3,0,1000,0.0,True,0
34,4,0,1000,0.0,True,0
35,1,0,1000,0.0,True,0
35,2,0,1000,0.14350449549563407,True,1
35,3,0,1000,0.0,True,0
35,4,0,1000,0.0,True,0
36,1,0,1000,0.0,True,0
36,2,0,1000,0.1163526798517435,True,1
36,3,0,1000,0.0,True,0
36,4,0,1000,0.0,True,0
37,1,0,1000,0.0,True,0
37,2,0,1000,0.09743972888606307,True,1
37,3,0,1000,0.0,True,0
37,4,0,1000,0.0,True,0
38,1,0,1000,0.0,True,0
38,2,0,1000,0.06496061954150463,True,1
38,3,0,1000,0.0,True,0
38,4,0,1000,0.0,True,0
39,1,0,1000,0.0,True,0
39,2,0,1000,0.28642027672226733,True,1
39,3,0,1000,0.0,True,0
39,4,0,1000,0.0,True,0
40,1,0,1000,0.0,True,0
40,2,0,1000,0.21751815841922187,True,1
40,3,0,1000,0.0,True,0
40,4,0,1000,0.0,True,0
