Random Seed,NSamples,Feature,Shapley Value,Entity,Tolerance
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.039960667780352094,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.1980528814597675,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.04032099007715779,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.03631795942783356,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.24442919414099287,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0768753316751991,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.010363884270191193,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.17113758624990766,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.20121534527863047,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0011184588074684143,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.17119223841031375,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.010363884270191193,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0771607267307738,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.04068449580700442,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.010355718433856964,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.03744084858453519,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.010360144078731537,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.0361072901781027,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,3.546476364135742e-06,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.17128768231247846,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-8.344650268554688e-07,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.007012224866263569,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0036759451031684875,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.09326725374006971,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.030851520597934723,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.04059506017789241,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.010362513363361359,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.03639757071907318,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.02529522031545639,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.036342212390837514,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.030850954353809357,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.17064906721233067,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0451567897599811,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0011184588074684143,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.03973110658284272,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.030850954353809357,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.03738906475193795,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.030850954353809357,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.03832409539613868,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.03149430453777313,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.04071576698049899,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0023549944162368774,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.02097167281154542,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0023542046546936035,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.02120382511441905,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0023545920848846436,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0941611922790606,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.024898365139961243,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.24263948988032819,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0036759451031684875,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.1745292958843831,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0036759451031684875,0.0,0.01
