Random Seed,NSamples,Feature,Shapley Value,Entity,Tolerance
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.01896184550874556,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.003789853865125525,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.011123385280370712,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.017023348154686393,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.007635942935974641,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.017422113567590714,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.015764717156812547,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.021029553309765945,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.024554099887609482,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.011884778682204583,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.017422113567590714,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0079292898341703,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.0036293058613004704,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.01741829514503479,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.003878740583515413,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.017420649528503418,0.0,0.01
42,32000,Feature 0,7.450580596923826e-10,0.0,0.01
42,32000,Feature 1,-0.0025372549482620983,0.0,0.01
42,32000,Feature 2,7.450580596923825e-10,0.0,0.01
42,32000,Feature 3,7.45058059692383e-10,0.0,0.01
42,32000,Pruned Events,-3.996491432189941e-06,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.013293535186629735,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,1.0188668966293335e-05,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.00015418072563284956,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.012285523116588593,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.013385438414383678,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0018395297229290009,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.006203904531430452,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.017420325428247452,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.004468273948722825,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.014471340924501419,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.0035362528811208756,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0018405765295028687,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.01564775013538698,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.0,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0035222878845718917,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.024554099887609482,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.003940266782511002,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0018405765295028687,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.0040369392519195805,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0018405765295028687,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,-0.004581272425937141,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.024069640785455704,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.006080885360203677,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.00097685307264328,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0014496315283700875,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0009751990437507629,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.0024117371420996955,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,-0.0009766705334186554,0.0,0.01
42,32000,Feature 0,0.0,0.0,0.01
42,32000,Feature 1,0.006049417538568385,0.0,0.01
42,32000,Feature 2,0.0,0.0,0.01
42,32000,Feature 3,0.0,0.0,0.01
42,32000,Pruned Events,0.00878860056400299,0.0,0.01
42,32000,Feature 0,1.4901161193847653e-09,0.0,0.01
42,32000,Feature 1,0.019742378270222495,0.0,0.01
42,32000,Feature 2,1.490116119384765e-09,0.0,0.01
42,32000,Feature 3,1.490116119384766e-09,0.0,0.01
42,32000,Pruned Events,0.012284503877162933,0.0,0.01
42,32000,Feature 0,1.4901161193847653e-09,0.0,0.01
42,32000,Feature 1,0.019664020283954826,0.0,0.01
42,32000,Feature 2,1.490116119384765e-09,0.0,0.01
42,32000,Feature 3,1.490116119384766e-09,0.0,0.01
42,32000,Pruned Events,0.012284503877162933,0.0,0.01
